title,Action,Adventure,Animation,Budget,Comedy,Crime,Domestic Opening,Drama,Family,Fantasy,Original Release Gross Worldwide,Other_Genres,Romance,Running Time,Science fiction,Thriller,Year of Release,Rating_G,Rating_PG,Rating_PG-13,Rating_R
Bean,0.0,1.0,0.0,18000000,1.0,0.0,2255233,0.0,1.0,0.0,251212670,0.0,0.0,89.0,0.0,0.0,1997,0,0,1,0
American Hustle,0.0,0.0,0.0,40000000,0.0,1.0,740455,1.0,0.0,0.0,251171807,0.0,0.0,138.0,0.0,0.0,2013,0,0,0,1
Enemy of the State,1.0,0.0,0.0,90000000,0.0,0.0,20038573,0.0,0.0,0.0,250849789,0.0,0.0,132.0,0.0,1.0,1998,0,0,0,1
You've Got Mail,0.0,0.0,0.0,65000000,1.0,0.0,18426749,1.0,0.0,0.0,250821495,0.0,1.0,119.0,0.0,0.0,1998,0,1,0,0
Eragon,1.0,1.0,0.0,100000000,0.0,0.0,23239907,0.0,1.0,1.0,250425512,0.0,0.0,104.0,0.0,0.0,2006,0,1,0,0
The Mask of Zorro,1.0,1.0,0.0,95000000,1.0,0.0,22525855,0.0,0.0,0.0,250288523,1.0,1.0,136.0,0.0,1.0,1998,0,0,1,0
The Ring,0.0,0.0,0.0,48000000,0.0,0.0,15015393,0.0,0.0,0.0,249348933,1.0,0.0,115.0,0.0,0.0,2002,0,0,1,0
The Blair Witch Project,0.0,0.0,0.0,60000,0.0,0.0,1512054,0.0,0.0,0.0,248639099,1.0,0.0,81.0,0.0,0.0,1999,0,0,0,1
Unbreakable,0.0,0.0,0.0,75000000,0.0,0.0,30330771,1.0,0.0,0.0,248118121,1.0,0.0,106.0,1.0,1.0,2000,0,0,1,0
Dumb and Dumber,0.0,0.0,0.0,17000000,1.0,0.0,16363442,0.0,0.0,0.0,247275374,0.0,0.0,107.0,0.0,0.0,1994,0,0,0,0
Glass,0.0,0.0,0.0,20000000,0.0,0.0,40328920,1.0,0.0,0.0,246999039,0.0,0.0,129.0,1.0,1.0,2019,0,0,1,0
Grown Ups 2,0.0,0.0,0.0,80000000,1.0,0.0,41508572,0.0,0.0,0.0,246984278,0.0,0.0,101.0,0.0,0.0,2013,0,0,1,0
The Peanuts Movie,0.0,1.0,1.0,99000000,1.0,0.0,44213073,1.0,1.0,0.0,246233113,0.0,0.0,88.0,0.0,0.0,2015,1,0,0,0
The Godfather,0.0,0.0,0.0,6000000,0.0,1.0,302393,1.0,0.0,0.0,243862778,0.0,0.0,175.0,0.0,0.0,1972,0,0,0,0
Rango,0.0,1.0,1.0,135000000,1.0,1.0,38079323,1.0,1.0,0.0,245724603,1.0,0.0,107.0,0.0,0.0,2011,0,1,0,0
Four Weddings and a Funeral,0.0,0.0,0.0,4400000,1.0,0.0,138486,1.0,0.0,0.0,52700832,0.0,1.0,117.0,0.0,0.0,1994,0,0,0,1
Face/Off,1.0,0.0,0.0,80000000,0.0,1.0,23387530,0.0,0.0,0.0,245676146,0.0,0.0,138.0,1.0,1.0,1997,0,0,0,1
Teenage Mutant Ninja Turtles 2: Out of the Shadows,1.0,1.0,0.0,135000000,1.0,0.0,35316382,0.0,0.0,0.0,245623848,0.0,0.0,112.0,1.0,0.0,2016,0,0,1,0
Dark Shadows,0.0,0.0,0.0,150000000,1.0,0.0,29685274,0.0,0.0,1.0,245527149,1.0,0.0,113.0,0.0,0.0,2012,0,0,1,0
Dolittle,0.0,1.0,0.0,175000000,1.0,0.0,21844045,0.0,1.0,1.0,245461797,0.0,0.0,101.0,0.0,0.0,2020,0,1,0,0
Hulk,1.0,0.0,0.0,137000000,0.0,0.0,62128420,0.0,0.0,0.0,245285165,0.0,0.0,138.0,1.0,0.0,2003,0,0,1,0
Love Actually,0.0,0.0,0.0,40000000,1.0,0.0,6886080,1.0,0.0,0.0,244931766,0.0,1.0,135.0,0.0,0.0,2003,0,0,0,1
Back to the Future Part III,0.0,1.0,0.0,40000000,1.0,0.0,19089645,0.0,0.0,0.0,87727583,1.0,0.0,118.0,1.0,0.0,1990,0,0,0,0
Pixels,1.0,0.0,0.0,88000000,1.0,0.0,24011616,0.0,0.0,1.0,244874809,0.0,0.0,105.0,1.0,0.0,2015,0,0,1,0
Rush Hour,1.0,0.0,0.0,33000000,1.0,1.0,33001803,0.0,0.0,0.0,244386864,0.0,0.0,98.0,0.0,1.0,1998,0,0,1,0
Journey to the Center of the Earth,1.0,1.0,0.0,60000000,0.0,0.0,21018141,0.0,1.0,1.0,244232688,0.0,0.0,93.0,1.0,0.0,2008,0,1,0,0
After Earth,1.0,1.0,0.0,130000000,0.0,0.0,27520040,0.0,0.0,0.0,243611982,0.0,0.0,100.0,1.0,0.0,2013,0,0,1,0
A Few Good Men,0.0,0.0,0.0,41000000,0.0,0.0,15517468,1.0,0.0,0.0,243240178,0.0,0.0,138.0,0.0,1.0,1992,0,0,0,1
Cloudy with a Chance of Meatballs,0.0,1.0,1.0,100000000,1.0,0.0,30304648,1.0,1.0,1.0,243006126,0.0,0.0,90.0,1.0,0.0,2009,0,1,0,0
8 Mile,0.0,0.0,0.0,41000000,0.0,0.0,51240555,1.0,0.0,0.0,242875078,1.0,0.0,110.0,0.0,0.0,2002,0,0,0,1
RoboCop,1.0,0.0,0.0,100000000,0.0,1.0,21681430,0.0,0.0,0.0,242688965,0.0,0.0,117.0,1.0,1.0,2014,0,0,1,0
Eraser,1.0,0.0,0.0,100000000,0.0,0.0,24566446,1.0,0.0,0.0,242295562,0.0,0.0,115.0,0.0,1.0,1996,0,0,0,1
Alien: Covenant,0.0,0.0,0.0,97000000,0.0,0.0,36160621,0.0,0.0,0.0,240891763,1.0,0.0,122.0,1.0,1.0,2017,0,0,0,1
Sully,0.0,0.0,0.0,60000000,0.0,0.0,35028301,1.0,0.0,0.0,240797623,1.0,0.0,96.0,0.0,0.0,2016,0,0,1,0
Assassin's Creed,1.0,1.0,0.0,125000000,0.0,0.0,10278225,0.0,0.0,0.0,240697856,0.0,0.0,115.0,1.0,0.0,2016,0,0,1,0
Click,0.0,0.0,0.0,82500000,1.0,0.0,40011365,1.0,0.0,1.0,240685326,0.0,1.0,107.0,0.0,0.0,2006,0,0,1,0
Resident Evil: Retribution,1.0,0.0,0.0,65000000,0.0,0.0,21052227,0.0,0.0,0.0,240159255,1.0,0.0,95.0,1.0,1.0,2012,0,0,0,1
Die Hard 2,1.0,0.0,0.0,70000000,0.0,0.0,21744661,0.0,0.0,0.0,117540947,0.0,0.0,124.0,0.0,1.0,1990,0,0,0,0
Planes,0.0,1.0,1.0,50000000,1.0,0.0,22232291,0.0,1.0,0.0,239258712,1.0,0.0,91.0,0.0,0.0,2013,0,1,0,0
Crazy Rich Asians,0.0,0.0,0.0,30000000,1.0,0.0,26510140,1.0,0.0,0.0,238532921,0.0,1.0,117.09462915601024,0.0,0.0,2018,0,0,1,0
Batman & Robin,1.0,0.0,0.0,125000000,0.0,0.0,42872605,0.0,0.0,0.0,107325195,0.0,0.0,125.0,1.0,0.0,1997,0,0,1,0
Downton Abbey,0.0,0.0,0.0,13000000,0.0,0.0,31033665,1.0,0.0,0.0,237860050,0.0,1.0,122.0,0.0,0.0,2019,0,1,0,0
Gulliver's Travels,0.0,1.0,0.0,112000000,1.0,0.0,6307691,0.0,1.0,1.0,237382724,0.0,0.0,85.0,0.0,0.0,2010,0,1,0,0
Gone in 60 Seconds,1.0,0.0,0.0,90000000,0.0,1.0,25336048,0.0,0.0,0.0,237202299,0.0,0.0,118.0,0.0,1.0,2000,0,0,1,0
Silver Linings Playbook,0.0,0.0,0.0,21000000,1.0,0.0,443003,1.0,0.0,0.0,236412453,0.0,1.0,122.0,0.0,0.0,2012,0,0,0,1
2 Fast 2 Furious,1.0,0.0,0.0,76000000,0.0,1.0,50472480,0.0,0.0,0.0,236350661,0.0,0.0,107.0,0.0,1.0,2003,0,0,1,0
Hidden Figures,0.0,0.0,0.0,25000000,0.0,0.0,515499,1.0,0.0,0.0,235956898,1.0,0.0,127.0,0.0,0.0,2016,0,1,0,0
A.I. Artificial Intelligence,0.0,0.0,0.0,100000000,0.0,0.0,29352630,1.0,0.0,0.0,235926552,0.0,0.0,146.0,1.0,0.0,2001,0,0,1,0
Spy,1.0,0.0,0.0,65000000,1.0,0.0,29085719,0.0,0.0,0.0,235666219,0.0,0.0,117.09462915601024,0.0,0.0,2015,0,0,0,1
American Pie,0.0,0.0,0.0,11000000,1.0,0.0,18709680,0.0,0.0,0.0,235483004,0.0,0.0,95.0,0.0,0.0,1999,0,0,0,1
American Reunion,0.0,0.0,0.0,50000000,1.0,0.0,21514080,0.0,0.0,0.0,234989584,0.0,0.0,113.0,0.0,0.0,2012,0,0,0,1
Big Daddy,0.0,0.0,0.0,34200000,1.0,0.0,41536370,1.0,0.0,0.0,234801895,0.0,0.0,93.0,0.0,0.0,1999,0,0,1,0
The Day the Earth Stood Still,0.0,0.0,0.0,80000000,0.0,0.0,30480153,1.0,0.0,0.0,233093859,0.0,0.0,104.0,1.0,1.0,2008,0,0,1,0
American Wedding,0.0,0.0,0.0,55000000,1.0,0.0,33369440,0.0,0.0,0.0,232722935,0.0,0.0,96.0,0.0,0.0,2003,0,0,0,1
The Girl with the Dragon Tattoo,0.0,0.0,0.0,90000000,0.0,1.0,12768604,1.0,0.0,0.0,232617430,1.0,0.0,158.0,0.0,1.0,2011,0,0,0,1
Juno,0.0,0.0,0.0,7500000,1.0,0.0,413869,1.0,0.0,0.0,232372681,0.0,0.0,96.0,0.0,0.0,2007,0,0,1,0
Argo,0.0,0.0,0.0,44500000,0.0,0.0,19458109,1.0,0.0,0.0,232325503,1.0,0.0,117.09462915601024,0.0,1.0,2012,0,0,0,1
The English Patient,0.0,0.0,0.0,27000000,0.0,0.0,278439,1.0,0.0,0.0,231976425,1.0,1.0,162.0,0.0,0.0,1996,0,0,0,1
Annabelle Comes Home,0.0,0.0,0.0,30000000,0.0,0.0,20269723,0.0,0.0,0.0,231252591,1.0,0.0,106.0,0.0,1.0,2019,0,0,0,1
Constantine,1.0,0.0,0.0,100000000,0.0,0.0,29769098,0.0,0.0,1.0,230884728,1.0,0.0,121.0,0.0,0.0,2005,0,0,0,1
Get Smart,1.0,1.0,0.0,80000000,1.0,0.0,38683480,0.0,0.0,0.0,230685453,0.0,0.0,110.0,0.0,0.0,2008,0,0,1,0
The Heat,1.0,0.0,0.0,43000000,1.0,1.0,39115043,0.0,0.0,0.0,229930771,0.0,0.0,117.0,0.0,0.0,1996,0,0,0,1
Ghost Rider,1.0,0.0,0.0,110000000,0.0,0.0,45388836,0.0,0.0,1.0,228738393,0.0,0.0,110.0,0.0,1.0,2007,0,0,1,0
Sleepless in Seattle,0.0,0.0,0.0,21000000,1.0,0.0,17253733,1.0,0.0,0.0,126680884,0.0,1.0,105.0,0.0,0.0,1993,0,1,0,0
The Green Hornet,1.0,0.0,0.0,120000000,1.0,1.0,33526876,0.0,0.0,0.0,227817248,0.0,0.0,119.0,0.0,0.0,2011,0,0,1,0
Baby Driver,1.0,0.0,0.0,34000000,0.0,1.0,20553320,1.0,0.0,0.0,226945087,1.0,0.0,113.0,0.0,1.0,2017,0,0,0,1
Immortals,1.0,0.0,0.0,75000000,0.0,0.0,32206425,1.0,0.0,1.0,226904017,0.0,1.0,110.0,0.0,0.0,2011,0,0,0,1
Taken,1.0,0.0,0.0,25000000,0.0,1.0,24717037,0.0,0.0,0.0,226837760,0.0,0.0,90.0,0.0,1.0,2008,0,0,1,0
Percy Jackson & the Olympians: The Lightning Thief,0.0,1.0,0.0,95000000,0.0,0.0,31236067,0.0,1.0,1.0,226497209,0.0,0.0,118.0,0.0,0.0,2010,0,1,0,0
Hansel & Gretel: Witch Hunters,1.0,0.0,0.0,50000000,0.0,0.0,19690956,0.0,0.0,1.0,226349749,1.0,0.0,88.0,0.0,0.0,2013,0,0,0,1
Valerian and the City of a Thousand Planets,1.0,1.0,0.0,177200000,0.0,0.0,17007624,0.0,0.0,1.0,225874228,0.0,0.0,136.0,1.0,0.0,2017,0,0,1,0
Ford v Ferrari,1.0,0.0,0.0,97600000,0.0,0.0,31474958,1.0,0.0,0.0,225508210,1.0,0.0,152.0,0.0,0.0,2019,0,0,1,0
Jumper,1.0,1.0,0.0,85000000,0.0,0.0,27354808,0.0,0.0,0.0,225132113,0.0,0.0,88.0,1.0,1.0,2008,0,0,1,0
The Social Network,0.0,0.0,0.0,40000000,0.0,0.0,22445653,1.0,0.0,0.0,224920315,1.0,0.0,117.09462915601024,0.0,0.0,2010,0,0,1,0
Chicken Run,0.0,1.0,1.0,45000000,1.0,0.0,17506162,1.0,1.0,0.0,224834564,0.0,0.0,117.09462915601024,0.0,0.0,2000,0,0,0,0
Con Air,1.0,0.0,0.0,75000000,0.0,1.0,24131738,0.0,0.0,0.0,224012234,0.0,0.0,115.0,0.0,1.0,1997,0,0,0,1
Elf,0.0,1.0,0.0,33000000,1.0,0.0,32100000,0.0,1.0,1.0,220443451,0.0,1.0,97.0,0.0,0.0,2003,0,1,0,0
Interview with the Vampire: The Vampire Chronicles,0.0,0.0,0.0,60000000,0.0,0.0,36389705,1.0,0.0,0.0,223664608,1.0,0.0,123.0,0.0,0.0,1994,0,0,0,1
Yes Man,0.0,0.0,0.0,70000000,1.0,0.0,18262471,0.0,0.0,0.0,223241637,0.0,1.0,104.0,0.0,0.0,2008,0,0,1,0
Non-Stop,1.0,0.0,0.0,50000000,0.0,0.0,28875635,0.0,0.0,0.0,222809600,1.0,0.0,106.0,0.0,1.0,2014,0,0,1,0
Fahrenheit 9/11,0.0,0.0,0.0,6000000,0.0,0.0,23920637,1.0,0.0,0.0,222446882,1.0,0.0,122.0,0.0,0.0,2004,0,0,0,1
Wild Wild West,1.0,0.0,0.0,170000000,1.0,0.0,27687484,0.0,0.0,0.0,222104681,1.0,0.0,106.0,1.0,0.0,1999,0,0,1,0
Geostorm,1.0,0.0,0.0,120000000,0.0,0.0,13707376,0.0,0.0,0.0,221600160,0.0,0.0,109.0,1.0,1.0,2017,0,0,1,0
Scary Movie 3,0.0,0.0,0.0,48000000,1.0,0.0,49700000,0.0,0.0,0.0,220673217,0.0,0.0,84.0,0.0,0.0,2003,0,0,1,0
Collateral,0.0,0.0,0.0,65000000,0.0,1.0,24701458,1.0,0.0,0.0,220239925,0.0,0.0,117.09462915601024,0.0,1.0,2004,0,0,0,1
Inferno,1.0,1.0,0.0,75000000,0.0,1.0,14860425,1.0,0.0,0.0,220021259,1.0,0.0,121.0,0.0,1.0,2016,0,0,1,0
Knocked Up,0.0,0.0,0.0,30000000,1.0,0.0,30690990,0.0,0.0,0.0,219922417,0.0,1.0,129.0,0.0,0.0,2007,0,0,0,1
Green Lantern,1.0,1.0,0.0,200000000,0.0,0.0,53174303,0.0,0.0,0.0,219851172,0.0,0.0,114.0,1.0,0.0,2011,0,0,1,0
What Happens in Vegas,0.0,0.0,0.0,35000000,1.0,0.0,20172474,0.0,0.0,0.0,219375562,0.0,1.0,99.0,0.0,0.0,2008,0,0,1,0
It's Complicated,0.0,0.0,0.0,85000000,1.0,0.0,22100820,1.0,0.0,0.0,219103655,0.0,1.0,121.0,0.0,0.0,2009,0,0,0,1
The Terminal,0.0,0.0,0.0,60000000,1.0,0.0,19053199,1.0,0.0,0.0,219100084,0.0,1.0,128.0,0.0,0.0,2004,0,0,1,0
Captain Phillips,0.0,1.0,0.0,55000000,0.0,1.0,25718314,1.0,0.0,0.0,218791811,1.0,0.0,134.0,0.0,1.0,2013,0,0,1,0
The Prince of Egypt,0.0,1.0,1.0,70000000,0.0,0.0,14524321,1.0,1.0,1.0,218613188,1.0,0.0,99.0,0.0,0.0,1998,0,1,0,0
Jack Reacher,1.0,0.0,0.0,60000000,0.0,0.0,15210156,0.0,0.0,0.0,218340595,0.0,0.0,130.0,0.0,1.0,2012,0,0,1,0
Kingdom of Heaven,1.0,1.0,0.0,130000000,0.0,0.0,19635996,1.0,0.0,0.0,218122627,1.0,0.0,144.0,0.0,0.0,2005,0,0,0,1
The Emoji Movie,0.0,1.0,1.0,50000000,1.0,0.0,24531923,0.0,1.0,1.0,217776646,0.0,0.0,86.0,0.0,0.0,2017,0,1,0,0
Dracula Untold,1.0,0.0,0.0,70000000,0.0,0.0,23514615,1.0,0.0,1.0,217124280,1.0,0.0,92.0,0.0,0.0,2014,0,0,1,0
Central Intelligence,1.0,0.0,0.0,50000000,1.0,1.0,35535250,0.0,0.0,0.0,216972543,0.0,0.0,107.0,0.0,0.0,2016,0,0,1,0
Million Dollar Baby,0.0,0.0,0.0,30000000,0.0,0.0,179953,1.0,0.0,0.0,216763646,1.0,0.0,132.0,0.0,0.0,2004,0,0,1,0
The Help,0.0,0.0,0.0,25000000,0.0,0.0,26044590,1.0,0.0,0.0,216639112,0.0,0.0,146.0,0.0,0.0,2011,0,0,1,0
Twins,0.0,0.0,0.0,15000000,1.0,1.0,11174980,0.0,0.0,0.0,216614388,0.0,0.0,107.0,0.0,0.0,1988,0,0,0,0
Little Women,0.0,0.0,0.0,40000000,0.0,0.0,16755310,1.0,0.0,0.0,216601214,0.0,1.0,135.0,0.0,0.0,2019,0,1,0,0
Valentine's Day,0.0,0.0,0.0,52000000,1.0,0.0,56260707,0.0,0.0,0.0,216485654,0.0,1.0,125.0,0.0,0.0,2010,0,0,1,0
Bad Teacher,0.0,0.0,0.0,20000000,1.0,0.0,31603106,0.0,0.0,0.0,216197492,0.0,1.0,92.0,0.0,0.0,2011,0,0,0,1
Clear and Present Danger,1.0,0.0,0.0,62000000,0.0,1.0,20348017,1.0,0.0,0.0,215887717,0.0,0.0,141.0,0.0,1.0,1994,0,0,1,0
Ted 2,0.0,0.0,0.0,68000000,1.0,0.0,33507870,0.0,0.0,0.0,215863606,0.0,0.0,115.0,0.0,0.0,2015,0,0,0,1
Dracula,0.0,0.0,0.0,40000000,0.0,0.0,30521679,0.0,0.0,0.0,82522790,1.0,0.0,128.0,0.0,0.0,1992,0,0,0,1
Vertical Limit,1.0,1.0,0.0,75000000,0.0,0.0,15507845,1.0,0.0,0.0,215663859,0.0,0.0,124.0,0.0,1.0,2000,0,0,1,0
The Patriot,1.0,0.0,0.0,110000000,0.0,0.0,22413710,1.0,0.0,0.0,215294342,1.0,0.0,165.0,0.0,0.0,2000,0,0,0,1
The Sorcerer's Apprentice,1.0,1.0,0.0,150000000,0.0,0.0,17619622,0.0,1.0,1.0,215283742,0.0,0.0,109.0,0.0,0.0,2010,0,1,0,0
Just Go with It,0.0,0.0,0.0,80000000,1.0,0.0,30514732,0.0,0.0,0.0,214945591,0.0,1.0,117.0,0.0,0.0,2011,0,0,1,0
Dirty Dancing,0.0,0.0,0.0,6000000,0.0,0.0,3900000,1.0,0.0,0.0,63446382,1.0,1.0,100.0,0.0,0.0,1987,0,0,0,0
Creed II,0.0,0.0,0.0,50000000,0.0,0.0,35574710,1.0,0.0,0.0,214215889,1.0,0.0,130.0,0.0,0.0,2018,0,0,1,0
Public Enemies,0.0,0.0,0.0,100000000,0.0,1.0,25271675,1.0,0.0,0.0,214104620,1.0,0.0,140.0,0.0,0.0,2009,0,0,0,1
The Bourne Identity,1.0,0.0,0.0,60000000,0.0,0.0,27118640,0.0,0.0,0.0,214034224,1.0,0.0,119.0,0.0,1.0,2002,0,0,1,0
Disclosure,0.0,0.0,0.0,55000000,0.0,0.0,10068126,1.0,0.0,0.0,214015089,0.0,0.0,128.0,0.0,1.0,1994,0,0,0,1
Pulp Fiction,0.0,0.0,0.0,8000000,0.0,1.0,9311882,1.0,0.0,0.0,107928762,0.0,0.0,154.0,0.0,0.0,1994,0,0,0,1
The Aviator,0.0,0.0,0.0,110000000,0.0,0.0,858021,1.0,0.0,0.0,213719942,1.0,0.0,170.0,0.0,0.0,2004,0,0,1,0
"Crouching Tiger, Hidden Dragon",1.0,1.0,0.0,17000000,0.0,0.0,663205,0.0,0.0,1.0,213525736,0.0,1.0,117.09462915601024,0.0,0.0,2000,0,0,1,0
Braveheart,0.0,0.0,0.0,72000000,0.0,0.0,9938276,1.0,0.0,0.0,75609945,1.0,0.0,178.0,0.0,0.0,1995,0,0,0,1
Into the Woods,0.0,1.0,0.0,50000000,1.0,0.0,31051923,1.0,0.0,1.0,212902372,1.0,0.0,125.0,0.0,0.0,2014,0,1,0,0
Bedtime Stories,0.0,1.0,0.0,80000000,1.0,0.0,27450296,0.0,1.0,1.0,212874864,0.0,1.0,99.0,1.0,0.0,2008,0,1,0,0
Miss Congeniality,1.0,0.0,0.0,45000000,1.0,1.0,10046534,0.0,0.0,0.0,212742720,0.0,1.0,109.0,0.0,0.0,2000,0,0,1,0
Entrapment,1.0,0.0,0.0,66000000,0.0,1.0,20145595,0.0,0.0,0.0,212404396,0.0,1.0,113.0,0.0,1.0,1999,0,0,1,0
End of Days,1.0,0.0,0.0,100000000,0.0,0.0,20523595,0.0,0.0,1.0,211989043,1.0,0.0,122.0,0.0,1.0,1999,0,0,0,1
Bridget Jones's Baby,0.0,0.0,0.0,35000000,1.0,0.0,8571785,1.0,0.0,0.0,211952420,0.0,1.0,123.0,0.0,0.0,2016,0,0,0,1
Fury,1.0,0.0,0.0,68000000,0.0,0.0,23702421,1.0,0.0,0.0,211817906,1.0,0.0,134.0,0.0,0.0,2014,0,0,0,1
Battle Los Angeles,1.0,0.0,0.0,70000000,0.0,0.0,35573187,0.0,0.0,0.0,211819354,0.0,0.0,116.0,1.0,0.0,2011,0,0,1,0
Australia,0.0,1.0,0.0,130000000,1.0,0.0,14800723,1.0,0.0,0.0,211787511,1.0,1.0,165.0,0.0,0.0,2008,0,0,1,0
Due Date,0.0,0.0,0.0,65000000,1.0,0.0,32689406,1.0,0.0,0.0,211780824,0.0,0.0,95.0,0.0,0.0,2010,0,0,0,1
Master and Commander: The Far Side of the World,1.0,1.0,0.0,150000000,0.0,0.0,25105990,1.0,0.0,0.0,211622535,1.0,0.0,138.0,0.0,0.0,2003,0,0,1,0
A Series of Unfortunate Events,0.0,1.0,0.0,140000000,1.0,0.0,30061756,0.0,1.0,1.0,211468235,0.0,0.0,108.0,0.0,0.0,2004,0,1,0,0
District 9,1.0,0.0,0.0,30000000,0.0,0.0,37354308,0.0,0.0,0.0,210888950,0.0,0.0,112.0,1.0,1.0,2009,0,0,0,1
The Others,0.0,0.0,0.0,17000000,0.0,0.0,14089952,0.0,0.0,0.0,209947037,1.0,0.0,101.0,0.0,1.0,2001,0,0,1,0
Horrible Bosses,0.0,0.0,0.0,35000000,1.0,1.0,28302165,0.0,0.0,0.0,209838559,0.0,0.0,98.0,0.0,0.0,2011,0,0,0,1
Red Dragon,0.0,0.0,0.0,78000000,0.0,1.0,36540945,1.0,0.0,0.0,209196298,0.0,0.0,124.0,0.0,1.0,2002,0,0,0,1
Tomorrowland,1.0,1.0,0.0,190000000,0.0,0.0,33028165,0.0,1.0,1.0,209035668,1.0,0.0,130.0,1.0,0.0,2015,0,1,0,0
Me Before You,0.0,0.0,0.0,20000000,0.0,0.0,18723269,1.0,0.0,0.0,208314186,0.0,1.0,106.0,0.0,0.0,2016,0,0,1,0
Safe House,1.0,0.0,0.0,85000000,0.0,0.0,40172720,0.0,0.0,0.0,208076205,0.0,0.0,115.0,0.0,1.0,2012,0,0,0,1
S.W.A.T.,1.0,1.0,0.0,80000000,0.0,1.0,37062535,0.0,0.0,0.0,207725639,0.0,0.0,117.0,0.0,1.0,2003,0,0,1,0
The Fast and the Furious,1.0,0.0,0.0,38000000,0.0,1.0,40089015,0.0,0.0,0.0,207283925,0.0,0.0,106.0,0.0,1.0,2001,0,0,1,0
Paranormal Activity 3,0.0,0.0,0.0,5000000,0.0,0.0,52568183,0.0,0.0,0.0,207039844,1.0,0.0,83.0,0.0,0.0,2011,0,0,0,1
Philadelphia,0.0,0.0,0.0,26000000,0.0,0.0,143433,1.0,0.0,0.0,206678440,0.0,0.0,125.0,0.0,0.0,1993,0,0,1,0
Sleepy Hollow,0.0,0.0,0.0,100000000,0.0,0.0,30060467,0.0,0.0,1.0,206071502,1.0,0.0,105.0,0.0,0.0,1999,0,0,0,1
The Holiday,0.0,0.0,0.0,85000000,1.0,0.0,12778913,0.0,0.0,0.0,205841885,0.0,1.0,136.0,0.0,0.0,2006,0,0,1,0
London Has Fallen,1.0,0.0,0.0,60000000,0.0,0.0,21635601,0.0,0.0,0.0,205754447,0.0,0.0,99.0,0.0,1.0,2016,0,0,0,1
The Break-Up,0.0,0.0,0.0,52000000,1.0,0.0,39172785,1.0,0.0,0.0,205668210,0.0,1.0,106.0,0.0,0.0,2006,0,0,1,0
White House Down,1.0,0.0,0.0,150000000,0.0,0.0,24852258,1.0,0.0,0.0,205366737,0.0,0.0,131.0,0.0,1.0,2013,0,0,1,0
A Dog's Purpose,0.0,1.0,0.0,22000000,1.0,0.0,18222810,1.0,1.0,1.0,205035819,0.0,0.0,100.0,0.0,0.0,2017,0,1,0,0
Fun with Dick and Jane,0.0,0.0,0.0,100000000,1.0,1.0,14383515,0.0,0.0,0.0,204681899,0.0,0.0,90.0,0.0,0.0,2005,0,0,1,0
Eat Pray Love,0.0,0.0,0.0,60000000,0.0,0.0,23104523,1.0,0.0,0.0,204594016,1.0,1.0,133.0,0.0,0.0,2010,0,0,1,0
You Don't Mess with the Zohan,0.0,0.0,0.0,90000000,1.0,0.0,38531374,0.0,0.0,0.0,204313400,0.0,0.0,113.0,0.0,0.0,2008,0,0,1,0
The Addams Family,0.0,0.0,0.0,30000000,1.0,0.0,24203754,0.0,0.0,1.0,113502426,0.0,0.0,99.0,0.0,0.0,1991,0,0,0,0
King Arthur,1.0,1.0,0.0,120000000,0.0,0.0,15193907,1.0,0.0,0.0,203567857,1.0,0.0,126.0,0.0,0.0,2004,0,0,1,0
Yogi Bear,0.0,1.0,1.0,80000000,1.0,0.0,16411322,0.0,1.0,0.0,203509374,0.0,0.0,81.0,0.0,0.0,2010,0,1,0,0
Everest,1.0,1.0,0.0,55000000,0.0,0.0,7222035,1.0,0.0,0.0,203427584,1.0,0.0,121.0,0.0,1.0,2015,0,0,1,0
Vanilla Sky,0.0,0.0,0.0,68000000,0.0,0.0,25015518,0.0,0.0,1.0,203388341,1.0,1.0,136.0,1.0,1.0,2001,0,0,0,1
Arrival,0.0,0.0,0.0,47000000,0.0,0.0,24074047,1.0,0.0,0.0,203388186,0.0,0.0,116.0,1.0,0.0,2016,0,0,1,0
Need for Speed,1.0,0.0,0.0,66000000,0.0,1.0,17844939,0.0,0.0,0.0,203277636,0.0,0.0,132.0,0.0,1.0,2014,0,0,1,0
Garfield,0.0,1.0,1.0,50000000,1.0,0.0,21727611,0.0,1.0,1.0,203172417,0.0,0.0,80.0,0.0,0.0,2004,0,1,0,0
Patch Adams,0.0,0.0,0.0,90000000,1.0,0.0,25262280,1.0,0.0,0.0,202292902,1.0,1.0,115.0,0.0,0.0,1998,0,0,1,0
Teenage Mutant Ninja Turtles: The Movie,1.0,1.0,0.0,13500000,1.0,0.0,25398367,0.0,1.0,0.0,135265915,0.0,0.0,93.0,1.0,0.0,1990,0,0,0,0
Kindergarten Cop,1.0,0.0,0.0,15000000,1.0,1.0,7918560,0.0,0.0,0.0,201957688,0.0,0.0,111.0,0.0,0.0,1990,0,0,0,0
Birds of Prey,1.0,1.0,0.0,84500000,1.0,1.0,33010017,0.0,0.0,0.0,201858461,0.0,0.0,109.0,0.0,0.0,2020,0,0,0,1
Straight Outta Compton,0.0,0.0,0.0,28000000,0.0,0.0,60200180,1.0,0.0,0.0,201634991,1.0,0.0,147.0,0.0,0.0,2015,0,0,0,1
21 Jump Street,1.0,0.0,0.0,42000000,1.0,1.0,36302612,0.0,0.0,0.0,201585328,0.0,0.0,109.0,0.0,0.0,2012,0,0,0,1
