link_stub,title,World Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,year,Domestic Distributor,Domestic Opening,budget,MPAA,Running Time,genres,Original Release Domestic,Original Release International,Original Release Worldwide
/title/tt0983193/?ref_=bo_cso_table_148,The Adventures of Tintin,"$373,993,951","$77,591,831",20.8%,"$296,402,120",79.2%,2011,"Paramount Pictures

",9720993,0,PG,107,"['Action', 'Adventure', 'Animation', 'Family', 'Mystery']",77591831,296402120,373993951
/title/tt0372784/?ref_=bo_cso_table_149,Batman Begins,"$373,661,946","$206,852,432",55.4%,"$166,809,514",44.6%,2005,"Warner Bros.

",48745440,150000000,PG-13,140,"['Action', 'Adventure']",205343774,166510009,371853783
/title/tt1911658/?ref_=bo_cso_table_150,Penguins of Madagascar,"$373,515,621","$83,850,911",22.4%,"$289,664,710",77.6%,2014,"Twentieth Century Fox

",25447444,132000000,PG,92,"['Adventure', 'Animation', 'Comedy', 'Family', 'Science fiction']",83850911,289664710,373515621
/title/tt0458525/?ref_=bo_cso_table_151,X-Men Origins: Wolverine,"$373,062,864","$179,883,157",48.2%,"$193,179,707",51.8%,2009,"Twentieth Century Fox

",85058003,150000000,PG-13,107,"['Action', 'Science fiction']",179883157,193179707,373062864
/title/tt0385752/?ref_=bo_cso_table_152,The Golden Compass,"$372,234,864","$70,107,728",18.8%,"$302,127,136",81.2%,2007,"New Line Cinema

",26125000,180000000,PG-13,113,"['Adventure', 'Family', 'Fantasy']",70107728,302127136,372234864
/title/tt4477536/?ref_=bo_cso_table_153,Fifty Shades Freed,"$371,987,838","$100,407,760",27%,"$271,580,078",73%,2018,"Universal Pictures

",38560195,55000000,R,105,"['Drama', 'Romance', 'Thriller']",100407760,271577258,371985018
/title/tt0386588/?ref_=bo_cso_table_154,Hitch,"$371,594,210","$179,495,555",48.3%,"$192,098,655",51.7%,2005,"Sony Pictures Entertainment (SPE)

",43142214,70000000,PG-13,118,"['Comedy', 'Romance']",179495555,192098655,371594210
/title/tt0438488/?ref_=bo_cso_table_155,Terminator Salvation,"$371,353,001","$125,322,469",33.8%,"$246,030,532",66.2%,2009,"Warner Bros.

",42558390,200000000,PG-13,115,"['Action', 'Science fiction']",125322469,246030532,371353001
/title/tt0458339/?ref_=bo_cso_table_156,Captain America: The First Avenger,"$370,569,774","$176,654,505",47.7%,"$193,915,269",52.3%,2011,"Paramount Pictures

",65058524,140000000,PG-13,124,"['Action', 'Adventure', 'Science fiction']",176654505,193915269,370569774
/title/tt1631867/?ref_=bo_cso_table_157,Edge of Tomorrow,"$370,541,256","$100,206,256",27%,"$270,335,000",73%,2014,"Warner Bros.

",28760246,178000000,PG-13,113,"['Action', 'Adventure', 'Science fiction']",100206256,270335000,370541256
/title/tt0129387/?ref_=bo_cso_table_158,There's Something About Mary,"$369,884,651","$176,484,651",47.7%,"$193,400,000",52.3%,1998,"Twentieth Century Fox

",13740644,23000000,R,119,"['Comedy', 'Romance']",176484651,193400000,369884651
/title/tt2267998/?ref_=bo_cso_table_159,Gone Girl,"$369,330,363","$167,767,189",45.4%,"$201,563,174",54.6%,2014,"Twentieth Century Fox

",37513109,61000000,R,149,"['Drama', 'Mystery', 'Thriller']",167767189,201563174,369330363
/title/tt0106977/?ref_=bo_cso_table_160,The Fugitive,"$368,875,760","$183,875,760",49.8%,"$185,000,000",50.2%,1993,"Warner Bros.

",23758855,0,PG-13,130,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",183875760,185000000,368875760
/title/tt0163025/?ref_=bo_cso_table_161,Jurassic Park III,"$368,780,809","$181,171,875",49.1%,"$187,608,934",50.9%,2001,"Universal Pictures

",50771645,93000000,PG-13,92,"['Action', 'Adventure', 'Science fiction', 'Thriller']",181171875,187608934,368780809
/title/tt0259446/?ref_=bo_cso_table_162,My Big Fat Greek Wedding,"$368,744,044","$241,438,208",65.5%,"$127,305,836",34.5%,2002,"IFC Films

",597362,5000000,PG,95,"['Comedy', 'Drama', 'Romance']",241438208,127305836,368744044
/title/tt8529186/?ref_=bo_cso_table_163,Hello Mr. Billionaire,"$366,961,907",-,-,"$366,961,907",100%,2018,,0,0,,118,['Comedy'],0,366961907,366961907
/title/tt0112864/?ref_=bo_cso_table_164,Die Hard with a Vengeance,"$366,101,666","$100,012,499",27.3%,"$266,089,167",72.7%,1995,"Twentieth Century Fox

",22162245,90000000,R,128,"['Action', 'Adventure', 'Thriller']",100012499,266089167,366101666
/title/tt0448115/?ref_=bo_cso_table_165,Shazam!,"$365,971,656","$140,371,656",38.4%,"$225,600,000",61.6%,2019,"Warner Bros.

",53505326,100000000,PG-13,132,"['Action', 'Adventure', 'Comedy', 'Fantasy']",140371656,225600000,365971656
/title/tt5814060/?ref_=bo_cso_table_166,The Nun,"$365,551,694","$117,450,119",32.1%,"$248,101,575",67.9%,2018,"Warner Bros.

",53807379,22000000,R,96,"['Horror', 'Mystery', 'Thriller']",117450119,248100000,365550119
/title/tt0952640/?ref_=bo_cso_table_167,Alvin and the Chipmunks,"$365,352,546","$217,326,974",59.5%,"$148,025,572",40.5%,2007,"Twentieth Century Fox

",44307417,60000000,PG,92,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical']",217326974,148025572,365352546
/title/tt0125439/?ref_=bo_cso_table_168,Notting Hill,"$363,889,678","$116,089,678",31.9%,"$247,800,000",68.1%,1999,"Universal Pictures

",21811180,42000000,PG-13,124,"['Comedy', 'Drama', 'Romance']",116089678,8092337,124182015
/title/tt6723592/?ref_=bo_cso_table_169,Tenet,"$363,656,624","$58,456,624",16.1%,"$305,200,000",83.9%,2020,"Warner Bros.

",9353090,0,PG-13,150,"['Action', 'Science fiction', 'Thriller']",58456624,305200000,363656624
/title/tt9376612/?ref_=bo_cso_table_170,Shang-Chi and the Legend of the Ten Rings,"$363,382,021","$196,205,495",54%,"$167,176,526",46%,2021,"Walt Disney Studios Motion Pictures

",75388688,0,PG-13,132,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",196205495,167176526,363382021
/title/tt0120623/?ref_=bo_cso_table_171,A Bug's Life,"$363,258,859","$162,798,565",44.8%,"$200,460,294",55.2%,1998,"Walt Disney Studios Motion Pictures

",291121,120000000,,95,"['Adventure', 'Animation', 'Comedy', 'Family']",162798565,200460294,363258859
/title/tt2692250/?ref_=bo_cso_table_172,Night at the Museum: Secret of the Tomb,"$363,204,635","$113,746,621",31.3%,"$249,458,014",68.7%,2014,"Twentieth Century Fox

",17100520,127000000,PG,98,"['Adventure', 'Comedy', 'Family', 'Fantasy']",113746621,249458014,363204635
/title/tt0349903/?ref_=bo_cso_table_173,Ocean's Twelve,"$362,744,280","$125,544,280",34.6%,"$237,200,000",65.4%,2004,"Warner Bros.

",39153380,110000000,PG-13,125,"['Crime', 'Thriller']",125544280,237200000,362744280
/title/tt0133152/?ref_=bo_cso_table_174,Planet of the Apes,"$362,211,740","$180,011,740",49.7%,"$182,200,000",50.3%,2001,"Twentieth Century Fox

",68532960,100000000,PG-13,119,"['Action', 'Adventure', 'Science fiction', 'Thriller']",180011740,182200000,362211740
/title/tt1951261/?ref_=bo_cso_table_175,The Hangover Part III,"$362,000,072","$112,200,072",31%,"$249,800,000",69%,2013,"Warner Bros.

",41671198,103000000,R,100,"['Comedy', 'Crime']",112200072,249800000,362000072
/title/tt0143145/?ref_=bo_cso_table_176,The World Is Not Enough,"$361,832,400","$126,943,684",35.1%,"$234,888,716",64.9%,1999,"Metro-Goldwyn-Mayer (MGM)

",35519007,135000000,PG-13,128,"['Action', 'Adventure', 'Crime', 'Thriller']",126943684,0,126943684
/title/tt6170484/?ref_=bo_cso_table_177,Monster Hunt 2,"$361,682,618","$706,153",0.2%,"$360,976,465",99.8%,2018,"Lionsgate

",341834,0,,110,"['Adventure', 'Comedy', 'Fantasy', 'Science fiction']",706153,360976465,361682618
/title/tt1013752/?ref_=bo_cso_table_178,Fast & Furious,"$360,366,870","$155,064,265",43%,"$205,302,605",57%,2009,"Universal Pictures

",70950500,85000000,PG-13,107,"['Action', 'Thriller']",155064265,205300000,360364265
/title/tt1959490/?ref_=bo_cso_table_179,Noah,"$359,200,044","$101,200,044",28.2%,"$258,000,000",71.8%,2014,"Paramount Pictures

",43720472,125000000,PG-13,138,"['Action', 'Adventure', 'Drama']",101200044,258000000,359200044
/title/tt1155076/?ref_=bo_cso_table_180,The Karate Kid,"$359,126,022","$176,591,618",49.2%,"$182,534,404",50.8%,2010,"Sony Pictures Entertainment (SPE)

",55665805,40000000,PG,140,"['Action', 'Drama', 'Family', 'Sport']",176591618,182534404,359126022
/title/tt0104431/?ref_=bo_cso_table_181,Home Alone 2: Lost in New York,"$358,994,850","$173,585,516",48.4%,"$185,409,334",51.6%,1992,"Twentieth Century Fox

",31126882,0,PG,0,"['Adventure', 'Comedy', 'Crime', 'Family']",173585516,0,173585516
/title/tt0837562/?ref_=bo_cso_table_182,Hotel Transylvania,"$358,375,603","$148,313,048",41.4%,"$210,062,555",58.6%,2012,"Sony Pictures Entertainment (SPE)

",42522194,85000000,PG,91,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Romance']",148313048,210062555,358375603
/title/tt0181689/?ref_=bo_cso_table_183,Minority Report,"$358,372,926","$132,072,926",36.8%,"$226,300,000",63.2%,2002,"Twentieth Century Fox

",35677125,102000000,PG-13,145,"['Action', 'Crime', 'Mystery', 'Science fiction', 'Thriller']",132072926,226300000,358372926
/title/tt5311514/?ref_=bo_cso_table_184,Your Name.,"$358,180,115","$5,017,246",1.4%,"$353,162,869",98.6%,2016,"FUNimation Entertainment

",1813781,0,PG,106,"['Animation', 'Drama', 'Fantasy', 'Romance']",5017246,352968841,357986087
/title/tt0092099/?ref_=bo_cso_table_185,Top Gun,"$357,288,178","$180,258,178",50.4%,"$177,030,000",49.6%,1986,"Paramount Pictures

",8193052,0,,110,"['Action', 'Drama']",176781728,0,176781728
/title/tt0918940/?ref_=bo_cso_table_186,The Legend of Tarzan,"$356,700,357","$126,643,061",35.5%,"$230,057,296",64.5%,2016,"Warner Bros.

",38527856,180000000,PG-13,110,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",126643061,230057296,356700357
/title/tt0169547/?ref_=bo_cso_table_187,American Beauty,"$356,296,601","$130,096,601",36.5%,"$226,200,000",63.5%,1999,"DreamWorks Distribution

",861531,15000000,R,122,['Drama'],130096601,226200000,356296601
/title/tt0245429/?ref_=bo_cso_table_188,Spirited Away,"$355,705,051","$13,750,644",3.9%,"$341,954,407",96.1%,2001,"Walt Disney Studios Motion Pictures

",449839,0,PG,125,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",10055859,264869236,274925095
/title/tt0112384/?ref_=bo_cso_table_189,Apollo 13,"$355,237,933","$173,837,933",48.9%,"$181,400,000",51.1%,1995,"Universal Pictures

",25353380,0,PG,140,"['Adventure', 'Drama', 'History']",172071312,51766099,223837411
/title/tt0095953/?ref_=bo_cso_table_190,Rain Man,"$354,825,435","$172,825,435",48.7%,"$182,000,000",51.3%,1988,"Metro-Goldwyn-Mayer (MGM)

",7005719,25000000,,133,['Drama'],172825435,182000000,354825435
/title/tt1343092/?ref_=bo_cso_table_191,The Great Gatsby,"$353,642,274","$144,840,419",41%,"$208,801,855",59%,2013,"Warner Bros.

",50085185,105000000,PG-13,143,"['Drama', 'Romance']",144840419,208801476,353641895
/title/tt3861390/?ref_=bo_cso_table_192,Dumbo,"$353,284,621","$114,766,307",32.5%,"$238,518,314",67.5%,2019,"Walt Disney Studios Motion Pictures

",45990748,170000000,PG,112,"['Adventure', 'Family', 'Fantasy']",114766307,238518314,353284621
/title/tt0343818/?ref_=bo_cso_table_193,"I, Robot","$353,133,898","$144,801,023",41%,"$208,332,875",59%,2004,"Twentieth Century Fox

",52179887,120000000,PG-13,115,"['Action', 'Drama', 'Science fiction', 'Thriller']",144801023,208332875,353133898
/title/tt0103772/?ref_=bo_cso_table_194,Basic Instinct,"$352,927,224","$117,727,224",33.4%,"$235,200,000",66.6%,1992,"TriStar Pictures

",15129385,49000000,R,127,"['Drama', 'Mystery', 'Thriller']",117727224,0,117727224
/title/tt3402236/?ref_=bo_cso_table_195,Murder on the Orient Express,"$352,794,081","$102,826,543",29.2%,"$249,967,538",70.8%,2017,"Twentieth Century Fox

",28681472,55000000,PG-13,114,"['Crime', 'Drama', 'Mystery']",102826543,249963268,352789811
/title/tt1270798/?ref_=bo_cso_table_196,X-Men: First Class,"$352,616,690","$146,408,305",41.5%,"$206,208,385",58.5%,2011,"Twentieth Century Fox

",55101604,160000000,PG-13,131,"['Action', 'Adventure', 'Science fiction']",146408305,206208385,352616690
/title/tt1985949/?ref_=bo_cso_table_197,The Angry Birds Movie,"$352,333,929","$107,509,366",30.5%,"$244,824,563",69.5%,2016,"Sony Pictures Entertainment (SPE)

",38155177,73000000,PG,97,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family']",107509366,244824563,352333929
/title/tt0113189/?ref_=bo_cso_table_198,GoldenEye,"$352,194,034","$106,429,941",30.2%,"$245,764,093",69.8%,1995,"Metro-Goldwyn-Mayer (MGM)

",26205007,0,PG-13,130,"['Action', 'Adventure', 'Thriller']",106429941,0,106429941
/title/tt0264464/?ref_=bo_cso_table_199,Catch Me If You Can,"$352,114,312","$164,615,351",46.8%,"$187,498,961",53.2%,2002,"DreamWorks Distribution

",30053627,52000000,PG-13,141,"['Biography', 'Crime', 'Drama']",164615351,187498961,352114312
/title/tt1670345/?ref_=bo_cso_table_200,Now You See Me,"$351,723,989","$117,723,989",33.5%,"$234,000,000",66.5%,2013,"Lionsgate

",29350389,75000000,PG-13,115,"['Crime', 'Mystery', 'Thriller']",117723989,234000000,351723989
/title/tt0212985/?ref_=bo_cso_table_1,Hannibal,"$351,692,268","$165,092,268",46.9%,"$186,600,000",53.1%,2001,"Metro-Goldwyn-Mayer (MGM)

",58003121,87000000,R,131,"['Crime', 'Drama', 'Thriller']",165092268,186600000,351692268
/title/tt0110475/?ref_=bo_cso_table_2,The Mask,"$351,583,407","$119,938,730",34.1%,"$231,644,677",65.9%,1994,"New Line Cinema

",23117068,23000000,PG-13,101,"['Action', 'Comedy', 'Crime', 'Fantasy']",119938730,231644677,351583407
/title/tt5117670/?ref_=bo_cso_table_3,Peter Rabbit,"$351,496,066","$115,253,424",32.8%,"$236,242,642",67.2%,2018,"Sony Pictures Entertainment (SPE)

",25010928,50000000,PG,95,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",115253424,236013009,351266433
/title/tt0111257/?ref_=bo_cso_table_4,Speed,"$350,448,145","$121,248,145",34.6%,"$229,200,000",65.4%,1994,"Twentieth Century Fox

",14456194,30000000,R,116,"['Action', 'Adventure', 'Thriller']",121248145,0,121248145
/title/tt0130623/?ref_=bo_cso_table_5,Dinosaur,"$349,822,765","$137,748,063",39.4%,"$212,074,702",60.6%,2000,"Walt Disney Studios Motion Pictures

",38854851,127500000,PG,82,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",137748063,212074702,349822765
/title/tt5028340/?ref_=bo_cso_table_6,Mary Poppins Returns,"$349,546,142","$171,958,438",49.2%,"$177,587,704",50.8%,2018,"Walt Disney Studios Motion Pictures

",23523121,130000000,PG,130,"['Comedy', 'Family', 'Fantasy', 'Musical']",171958438,177579056,349537494
/title/tt0120647/?ref_=bo_cso_table_7,Deep Impact,"$349,464,664","$140,464,664",40.2%,"$209,000,000",59.8%,1998,"Paramount Pictures

",41152375,0,PG-13,0,"['Action', 'Drama', 'Science fiction', 'Thriller']",140464664,209000000,349464664
/title/tt1482459/?ref_=bo_cso_table_8,The Lorax,"$348,840,316","$214,030,500",61.4%,"$134,809,816",38.6%,2012,"Universal Pictures

",70217070,70000000,PG,86,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",214030500,134809816,348840316
/title/tt1790864/?ref_=bo_cso_table_9,The Maze Runner,"$348,319,861","$102,427,862",29.4%,"$245,891,999",70.6%,2014,"Twentieth Century Fox

",32512804,34000000,PG-13,0,"['Action', 'Mystery', 'Science fiction', 'Thriller']",102427862,245891999,348319861
/title/tt2017020/?ref_=bo_cso_table_10,The Smurfs 2,"$347,545,360","$71,017,784",20.4%,"$276,527,576",79.6%,2013,"Sony Pictures Entertainment (SPE)

",17548389,105000000,PG,105,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",71017784,276527576,347545360
/title/tt0368891/?ref_=bo_cso_table_11,National Treasure,"$347,512,318","$173,008,894",49.8%,"$174,503,424",50.2%,2004,"Walt Disney Studios Motion Pictures

",35142554,100000000,PG,131,"['Action', 'Adventure', 'Mystery', 'Thriller']",173008894,174503424,347512318
/title/tt0266915/?ref_=bo_cso_table_12,Rush Hour 2,"$347,325,802","$226,164,286",65.1%,"$121,161,516",34.9%,2001,"New Line Cinema

",67408222,90000000,PG-13,90,"['Action', 'Comedy', 'Crime', 'Thriller']",226164286,121161516,347325802
/title/tt1679335/?ref_=bo_cso_table_13,Trolls,"$346,864,886","$153,707,064",44.3%,"$193,157,822",55.7%,2016,"Twentieth Century Fox

",46581142,125000000,PG,92,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",153707064,193157398,346864462
/title/tt1293847/?ref_=bo_cso_table_14,xXx: Return of Xander Cage,"$346,118,277","$44,898,413",13%,"$301,219,864",87%,2017,"Paramount Pictures

",20130142,85000000,PG-13,107,"['Action', 'Adventure', 'Thriller']",44898413,301219864,346118277
/title/tt0114148/?ref_=bo_cso_table_15,Pocahontas,"$346,079,773","$141,579,773",40.9%,"$204,500,000",59.1%,1995,"Walt Disney Studios Motion Pictures

",2689714,0,G,81,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical', 'Romance']",141579773,204500000,346079773
/title/tt0170016/?ref_=bo_cso_table_16,How the Grinch Stole Christmas,"$345,573,032","$260,465,005",75.4%,"$85,108,027",24.6%,2000,"Universal Pictures

",55082330,123000000,PG,104,"['Comedy', 'Family', 'Fantasy']",260044825,85096578,345141403
/title/tt2660888/?ref_=bo_cso_table_17,Star Trek Beyond,"$343,471,816","$158,848,340",46.2%,"$184,623,476",53.8%,2016,"Paramount Pictures

",59253211,185000000,PG-13,122,"['Action', 'Adventure', 'Science fiction', 'Thriller']",158848340,184623476,343471816
/title/tt1615918/?ref_=bo_cso_table_18,Alvin and the Chipmunks: Chipwrecked,"$342,695,435","$133,110,742",38.8%,"$209,584,693",61.2%,2011,"Twentieth Century Fox

",23244744,75000000,G,87,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",133110742,209584693,342695435
/title/tt0493464/?ref_=bo_cso_table_19,Wanted,"$342,463,063","$134,508,551",39.3%,"$207,954,512",60.7%,2008,"Universal Pictures

",50927085,75000000,R,110,"['Action', 'Crime', 'Thriller']",134508551,207954512,342463063
/title/tt0109813/?ref_=bo_cso_table_20,The Flintstones,"$341,631,208","$130,531,208",38.2%,"$211,100,000",61.8%,1994,"Universal Pictures

",29688730,46000000,PG,91,"['Comedy', 'Family', 'Fantasy']",130531208,211100000,341631208
/title/tt6644200/?ref_=bo_cso_table_21,A Quiet Place,"$340,952,971","$188,024,361",55.2%,"$152,928,610",44.8%,2018,"Paramount Pictures

",50203562,17000000,PG-13,90,"['Drama', 'Horror', 'Science fiction']",188024361,152915000,340939361
/title/tt0461770/?ref_=bo_cso_table_22,Enchanted,"$340,487,836","$127,807,262",37.5%,"$212,680,574",62.5%,2007,"Walt Disney Studios Motion Pictures

",34440317,85000000,PG,107,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",127807262,212680390,340487652
/title/tt0327084/?ref_=bo_cso_table_23,Over the Hedge,"$339,795,890","$155,019,340",45.6%,"$184,776,550",54.4%,2006,"DreamWorks

",38457003,0,PG,83,"['Adventure', 'Animation', 'Comedy', 'Family']",155019340,184776550,339795890
/title/tt1253863/?ref_=bo_cso_table_24,300: Rise of an Empire,"$337,580,051","$106,580,051",31.6%,"$231,000,000",68.4%,2014,"Warner Bros.

",45038460,110000000,R,102,"['Action', 'Drama']",106580051,231000000,337580051
/title/tt0112462/?ref_=bo_cso_table_25,Batman Forever,"$336,567,158","$184,069,126",54.7%,"$152,498,032",45.3%,1995,"Warner Bros.

",52784433,100000000,PG-13,121,"['Action', 'Adventure']",184031112,0,184031112
/title/tt0473075/?ref_=bo_cso_table_26,Prince of Persia: The Sands of Time,"$336,365,676","$90,759,676",27%,"$245,606,000",73%,2009,"Walt Disney Studios Motion Pictures

",30095259,200000000,PG-13,116,"['Action', 'Adventure', 'Fantasy']",90759676,245606000,336365676
/title/tt0421715/?ref_=bo_cso_table_27,The Curious Case of Benjamin Button,"$335,802,786","$127,509,326",38%,"$208,293,460",62%,2008,"Paramount Pictures

",26853816,150000000,PG-13,166,"['Drama', 'Fantasy', 'Romance']",127509326,208293460,335802786
/title/tt1397514/?ref_=bo_cso_table_28,Journey 2: The Mysterious Island,"$335,260,290","$103,860,290",31%,"$231,400,000",69%,2012,"Warner Bros.

",27335363,79000000,PG,94,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",103860290,231400000,335260290
